Kaunas d. mun.;1999;852;;
Kaunas d. mun.;2000;807;408;399
Kaunas d. mun.;2001;763;409;354
Kaunas d. mun.;2002;757;399;358
Kaunas d. mun.;2003;791;404;387
Kaunas d. mun.;2004;708;365;343
Kaunas d. mun.;2005;758;390;368
Kaunas d. mun.;2006;769;390;379
Kaunas d. mun.;2007;799;426;373
Kaunas d. mun.;2008;833;409;424
Kaunas d. mun.;2009;952;490;462
Kaunas d. mun.;2010;985;527;458
Kaunas d. mun.;2011;911;486;425
Kaunas d. mun.;2012;930;476;454
Kaunas d. mun.;2013;933;482;451
Kaunas d. mun.;2014;921;454;467
Kaunas d. mun.;2015;1055;534;521
Kaunas d. mun.;2016;1021;528;493
Kaunas d. mun.;2017;980;508;472
Kėdainiai d. mun.;1994;791;;
Kėdainiai d. mun.;1995;769;;
Kėdainiai d. mun.;1996;760;;
Kėdainiai d. mun.;1997;762;;
Kėdainiai d. mun.;1998;726;;
Kėdainiai d. mun.;1999;681;;
Kėdainiai d. mun.;2000;727;378;349
Kėdainiai d. mun.;2001;661;358;303
Kėdainiai d. mun.;2002;580;306;274
Kėdainiai d. mun.;2003;613;300;313
Kėdainiai d. mun.;2004;588;294;294
Kėdainiai d. mun.;2005;587;311;276
Kėdainiai d. mun.;2006;552;283;269
Kėdainiai d. mun.;2007;536;271;265
Kėdainiai d. mun.;2008;564;280;284
Kėdainiai d. mun.;2009;575;263;312
Kėdainiai d. mun.;2010;507;271;236
Kėdainiai d. mun.;2011;525;264;261
Kėdainiai d. mun.;2012;491;260;231
Kėdainiai d. mun.;2013;502;264;238
Kėdainiai d. mun.;2014;476;227;249
Kėdainiai d. mun.;2015;481;255;226
Kėdainiai d. mun.;2016;474;232;242
Kėdainiai d. mun.;2017;429;228;201
Prienai d. mun.;1994;432;;
Prienai d. mun.;1995;412;;
Prienai d. mun.;1996;388;;
Prienai d. mun.;1997;386;;
Prienai d. mun.;1998;378;;
Prienai d. mun.;1999;353;;
Prienai d. mun.;2000;362;177;185
Prienai d. mun.;2001;321;164;157
Prienai d. mun.;2002;314;151;163
Prienai d. mun.;2003;291;148;143
Prienai d. mun.;2004;280;150;130
Prienai d. mun.;2005;258;125;133
Prienai d. mun.;2006;239;124;115
Prienai d. mun.;2007;237;120;117
Prienai d. mun.;2008;256;134;122
Prienai d. mun.;2009;272;152;120
Prienai d. mun.;2010;219;117;102
Prienai d. mun.;2011;273;140;133
Prienai d. mun.;2012;241;121;120
Prienai d. mun.;2013;247;125;122
Prienai d. mun.;2014;264;133;131
Prienai d. mun.;2015;279;146;133
Prienai d. mun.;2016;259;144;115
Prienai d. mun.;2017;226;109;117
Raseiniai d. mun.;1994;559;;
Raseiniai d. mun.;1995;572;;
Raseiniai d. mun.;1996;510;;
Raseiniai d. mun.;1997;515;;
Raseiniai d. mun.;1998;525;;
Raseiniai d. mun.;1999;481;;
Raseiniai d. mun.;2000;470;242;228
Raseiniai d. mun.;2001;464;247;217
Raseiniai d. mun.;2002;382;201;181
Raseiniai d. mun.;2003;423;212;211
Raseiniai d. mun.;2004;428;225;203
Raseiniai d. mun.;2005;382;201;181
Raseiniai d. mun.;2006;379;185;194
Raseiniai d. mun.;2007;363;190;173
Raseiniai d. mun.;2008;362;197;165
Raseiniai d. mun.;2009;347;172;175
Raseiniai d. mun.;2010;292;152;140
Raseiniai d. mun.;2011;327;152;175
Raseiniai d. mun.;2012;340;164;176
Raseiniai d. mun.;2013;315;152;163
Raseiniai d. mun.;2014;354;166;188
Raseiniai d. mun.;2015;325;171;154
Raseiniai d. mun.;2016;295;152;143
Raseiniai d. mun.;2017;268;119;149
Klaipėda county;1994;4662;;
Klaipėda county;1995;4453;;
Klaipėda county;1996;4275;;
Klaipėda county;1997;4153;;
Klaipėda county;1998;4111;;
Klaipėda county;1999;4020;;
Klaipėda county;2000;3886;2014;1872
Klaipėda county;2001;3538;1779;1759
Klaipėda county;2002;3316;1733;1583
Klaipėda county;2003;3398;1775;1623
Klaipėda county;2004;3413;1737;1676
Klaipėda county;2005;3327;1751;1576
Klaipėda county;2006;3433;1751;1682
Klaipėda county;2007;3597;1865;1732
Klaipėda county;2008;3737;1892;1845
Klaipėda county;2009;3869;2028;1841
Klaipėda county;2010;3640;1840;1800
Klaipėda county;2011;3590;1818;1772
Klaipėda county;2012;3627;1843;1784
Klaipėda county;2013;3617;1818;1799
Klaipėda county;2014;3643;1862;1781
Klaipėda county;2015;3859;1995;1864
Klaipėda county;2016;3584;1865;1719
Klaipėda county;2017;3438;1796;1642
Klaipėda c. mun.;1994;2045;;
Klaipėda c. mun.;1995;2006;;
